Offer ID,Title,Location,Description,Contract Type,Salary,Education,Experience,Industry,Skills,Posted Date,Hiring Date,Deadline,Contract Duration,URL
UMR7198-MELDOG-014,Ingénieur de Recherche en charge d’un projet de Développement d'un dispositif expérimental de magnétotransport hyper-fréquence (H/F),NANCY,"La mission proposée s’inscrit dans le projet européen MAGNETALLIEN (ERC CoG 101086807) dont l’objectif est de développer de nouveaux dispositifs de l’électronique de spin fonctionnant dans la gamme des sub-Térahertz (https://cordis.europa.eu/project/id/101086807). Ces nouveaux dispositifs exploiteront la possibilité, actuellement proposée théoriquement, de générer des courants de spin AC avec de hautes harmoniques.",IT en contrat CDD,2875,Doctorat,Indifférent,Ingénieur-e de recherche en science  des matériaux / caractérisation,"Le candidat doit avoir une expérience en électronique hyper-fréquence et en instrumentation. Il doit avoir une bonne connaissance des technologies RF, telles que les amplificateurs, les lignes à retard, les mixeurs, etc. Le candidat doit également avoir une certaine expérience des simulations en radiofréquences. Une bonne connaissance de LabVIEW ou de Python est un atout. En outre, étant donné que le candidat sera amené à interagir avec différents départements et des sociétés externes, la maîtrise de l'anglais et du français est nécessaire.",jeudi 6 février 2025,01-04-2025,27-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UMR7198-MELDOG-014/Default.aspx
MOY1200-GERPHI-048,Ingénieur transfert dans le domaine des Industries Culturelles et Créatives (ICC) H/F,MARSEILLE 09,"Le CNRS a pour ambition de rendre visibles ses forces vives en moyens scientifiques et technologiques auprès des acteurs du monde socio-économique en termes d'innovation :• en proposant une offre commerciale structurée en lien avec les activités de ses équipes de recherche, • en augmentant le taux d'utilisation de ses plateformes,• et en renforçant les collaborations publiques/privées en vue d'une progression de son activité contractuelle (augmentation du nombre de contrats de prestations de services et de contrats de collaboration).La personne recrutée aura en charge de développer une activité commerciale sur les thématiques des ICC, en lien avec les équipes de recherche de CNRS Provence et Corse en lien avec ces thématiques.",IT en contrat CDD,3080,Doctorat,1 à 4 années,Responsable du partenariat et de la valorisation de la recherche,"- Une excellente maitrise du français et de l’anglais est indispensableL’ingénieur(e ) transfert devra également disposer ou acquérir les compétences suivantes :- Compétences en marketing et notamment marketing digital- Autonomie, rigueur et organisation- Compétence en technique commerciale et prospection - Sens de la communication et de l'échange- Savoir rendre compte- Connaissance des logiciels : outils bureautiques (Power Point, Excel, Word, MS Project)Diplôme d’ingénieur ou Doctorat.Domaine de formation souhaité : Disposer d'une double formation scientifique et économique si possible en lien avec le domaine des Industries Créatives et Culturelles.Il/elle disposera idéalement d'une première expérience de 3 à 4 ans dans l'industrie",jeudi 6 février 2025,01-04-2025,27-02-2025,24 mois,https://emploi.cnrs.fr/Offres/CDD/MOY1200-GERPHI-048/Default.aspx
MOY1200-GERPHI-049,Chargé de médiation scientifique (H/F),MARSEILLE 09,"Au sein du service communication de la délégation Provence et Corse du CNRS, le/la chargé(e) de médiation scientifique coordonne, met en œuvre et anime des actions « Science Avec et Pour la Société – Culture Scientifique Technique et Industrielle (SAPS-CSTI) » financées par l’agence nationale de la recherche (ANR), principalement événementielles.",IT en contrat CDD,2485,BAC+3/4,1 à 4 années,Chargé-e de médiation scientifique,"Connaissances : • Formation scientifique avec une spécialisation en médiation scientifique • Outils et technologies de communication et multimédia • Techniques d'expression orale (posture, storytelling, gestion du stress) • Organisation et fonctionnement de la culture scientifique et de la recherche publique • Cadre légal et déontologique • Langue anglaise : B2 (cadre européen commun de référence pour les langues) Compétences : • Excellentes qualités relationnelles• Savoir créer des contenus adaptés aux publics• Déchiffrer un sujet de recherche scientifique et l’analyser pour une adaptation en support/ animation de médiation• Gérer plusieurs projets en parallèle, planifier et respecter des délais, gérer les situations d'urgence • Mobiliser et animer • Initier, conduire et entretenir des partenariats, représenter l’établissement • Être autonome dans le suivi et la gestion des projets • Être créatif, force de proposition, savoir innover et prendre des initiatives",jeudi 6 février 2025,01-05-2025,27-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/MOY1200-GERPHI-049/Default.aspx
UMR6004-STECAR-009,Ingénieur(re) de recherche (IR) en facteurs humains (H/F),NANTES,"Offre d'emploi : Ingénieur(re) en facteurs humainsContexteCe poste d’ingénieur(e) en facteurs humains s’inscrit dans le projet TITANBOT qui vise à rendre pleinement opérationnel un système robotique facile à mettre en œuvre et à exploiter en faisant maturer des résultats de recherche issus de laboratoires français dans le domaine des robots parallèles à câbles (RPC). L’objectif est de répondre aux besoins des secteurs de la construction, de l’industrie et du nucléaire. Ce projet est porté par un consortium formé du CNRS (LS2N et LIRMM), d’utilisateurs finaux (VINCI Energies France et ORANO), du CETIM et de l’IRT Jules Verne pour l’évaluation des technologies ainsi que d’ACTEMIUM Paris Testing Robotics Solutions comme intégrateur.Les besoins auxquels la solution technique va répondre sont exprimés par des industriels de différents domaines qui doivent déplacer des charges ou des outils dans de grands volumes (Largeur = 40 m x Hauteur = 20 m, Profondeur = 5 m environ).La méthodologie du projet partant des deux laboratoires de recherche CNRS (LS2N et LIRMM) pour aller jusqu’à l’usine et le chantier se déroulera en trois étapes :1.	ingénierie collaborative = sélection et combinaison des briques technologiques académiques sous forme de modèles préliminaires2.	simulation = maturation des briques et combinaison en maquettes numériques3.	expérimentation = réalisation de deux démonstrateurs physiquesDes évaluations seront menées à chaque étape selon des critères technico-économiques, environnementaux, sécurité, facteurs humains et d’exploitation.Les impacts de la solution robotique finale sont multiples. La solution développée permettra de réduire significativement la pénibilité des opérateurs et d’améliorer leurs conditions de travail. Elle sera vertueuse d’un point de vue écologique (économe en énergie, facilement recyclable, réutilisable et transposable). Sa mise sur le marché permettra de générer de la valeur ajoutée et de créer de l’emploi. Le développement de cette nouvelle solution robotique permettra en outre de rentabiliser des investissements de plusieurs années dans la recherche française en agrégeant ces résultats afin de développer un nouveau produit et des services associés. Enfin, d’un point de vue stratégique, l’émergence d’une solution robotique pour des domaines à forte valeur ajoutée comme l’industrie, la construction, le nucléaire et la logistique permettra aux industriels d’être plus performants et de renforcer leur compétitivité.",IT en contrat CDD,3193,BAC+5,Indifférent,Expert-e en développement d'expérimentation,"•	Formation : Vous êtes titulaire d'un diplôme de doctorat, de master ou d'ingénieur en ergonomie, en psychologie du travail, en sciences cognitives, en STAPS, en sciences de l’ingénieur ou Datascience avec une expérience attestée de l’étude des facteurs humains.•	Compétences techniques : o	Compétence et culture générale en sciences humaines et socialeso	Maîtrise de méthodologies de recueil de données qualitatives et quantitatives.o	Compétence dans la méthodologie d’expérimentationo	Compétence en analyse et modélisation de données o	Manipulation de logiciels d’analyse de données (R, Python, Matlab, SPSS)•	Qualités personnelles : o	Créativité et innovation.o	Rigueur et méthode.o	Esprit d'équipe et capacité à collaborer.o	Curiosité et goût pour la recherche.",jeudi 6 février 2025,01-04-2025,27-02-2025,24 mois,https://emploi.cnrs.fr/Offres/CDD/UMR6004-STECAR-009/Default.aspx
UAR2003-VALLAF-011,Assistant administratif & commercial / Assistante administrative & commerciale  H/F,STRASBOURG,"Leader dans la recherche et le transfert de technologies des matériaux innovants, le Carnot MICA est aujourd’hui, avec plus de 500 collaborateurs, un partenaire privilégié des industriels. Sous l’autorité directe du responsable des partenariats industriels (RPI), l’assistante administrative & commerciale aura pour mission principale la gestion administrative des prospects et clients de MICA. L’assistante administrative et commerciale assurera des fonctions polyvalentes d'assistance commerciale, technique et logistique d'un service,  et réalisera des actes administratifs dans le respect des techniques, des règles et des procédures dans un des domaines fonctionnels de l'établissement.",IT en contrat CDD,4520,BAC + 2,1 à 4 années,Assistant-e en gestion administrative,"Connaissances- Connaissances du milieu industriel- Maîtrise des outils informatiques (Internet, messagerie électronique) et bureautiques avancés (Word, Excel, PowerPoint)- Maitrise des logiciels de gestion commerciale (CRM)- Maîtrise des techniques de prospection- Connaissances en gestion et statistiques- Techniques d'élaboration de documents- Techniques de communication- Langue anglaise : B1 (cadre européen commun de référence pour les langues)Compétences opérationnelles : - Réaliser des synthèses et rédiger des rapports ou des documents- Utiliser les logiciels spécifiques à l'activité commerciale : CRM et Office avancé (ex sur excel : tableau en dynamique croisé)- Concevoir des tableaux de bord commerciauxAptitudes professionnelles- Sens de l'organisation, y compris la gestion du temps et des priorités.- Esprit d’équipe- Adaptabilité - Sens de l’écoute et communication- Esprit méthodique et pragmatique- Autonomie et rigueur- Capacités rédactionnelles- Proactivité, initiatives, agilité",jeudi 6 février 2025,01-04-2025,28-02-2025,10 mois,https://emploi.cnrs.fr/Offres/CDD/UAR2003-VALLAF-011/Default.aspx
UAR6402-CHRDUR-176,Administrateur Plateforme de Calcul (H/F),VILLEURBANNE,"Le Centre de Calcul de l'IN2P3 recherche un collaborateur pour compléter l'équipe Calcul, en charge de l'intégration, de l'administration et de l'exploitation des plateformes de calcul HTC, HPC et GPGPU. Ces plateformes sont composées de près d'un millier de serveurs Linux, permettant d'exécuter jusqu'à 40 000 programmes de calcul simultanément.Cette équipe est actuellement composée de 5 ingénieurs.",IT en contrat CDD,3401,BAC+3/4,Indifférent,Administrateur-trice systèmes et réseaux,"Compétences requises :- Des connaissances de base sur le fonctionnement et l'administration du système Linux en environnement réseau IP.- Développement de scripts pour l'administration et l'opération des services sous le système Linux.Compétences souhaitées :- Connaissance des logiciels de gestion par lots ou clusters (« batch schedulers », ex. htcondor, slurm).- Connaissance des serveurs GPUs- Connaissance des environnements de grille de calcul.- Connaissance des outils de gestion de configuration et de déploiement (ex. puppet, ansible).- Connaissance d'outils de monitoring (ex. nagios).Une expérience préalable dans le type de fonctions proposées est un plus mais n'est pas obligatoire. Le CC-IN2P3 donne à ses nouveaux collaborateurs les moyens et le temps de se former et de monter en compétence.",jeudi 6 février 2025,01-04-2025,27-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UAR6402-CHRDUR-176/Default.aspx
UMR5100-HUGLEB-002,Assistant ingénieur / Assistante ingénieure en biochimie (H/F),TOULOUSE,"Adapter et mettre en œuvre des méthodologies de production, de purification et de caractérisation fonctionnelle de protéines recombinantes.",IT en contrat CDD,1729,BAC + 2,1 à 4 années,Assistant-e ingénieur-e en expérimentation et instrumentation biologiques,"Connaissances :• Appareillage spécifique : système FPLC de chromatographie en phase liquide (connaissance générale)• Biochimie et microbiologie (connaissance générale)• Cadre légal et déontologique (notion de base)• Réglementation en matière d'hygiène et de sécurité • Langue anglaise : B1Compétences opérationnelles :• Mettre en œuvre des techniques de biologie et de biochimie, telles que l'expression et la production de protéines recombinantes dans E. coli, la purification de protéines par chromatographie en phase liquide, la caractérisation de protéines par électrophorèse sur gel et par spectroscopie UV-visible.• Utiliser les logiciels spécifiques à l'activité• Contrôler la qualité du fonctionnement des équipements• Rédiger des procédures techniques",jeudi 6 février 2025,01-04-2025,27-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UMR5100-HUGLEB-002/Default.aspx
UMR7563-SEBLEB-001,Ingénieur de recherche (H/F) en simulation numérique des propriétés des matériaux de type céramiques.,VANDOEUVRE LES NANCY,"Dans le cadre du programme PEPR DIADEM (Programme Exploratoire de Recherche -Dispositifs Innovants pour l'Application Énergétique des Matériaux), nous proposons un poste d'ingénieur de recherche sur le criblage à haut débit des céramiques à haute entropie.Le travail consistera principalement à développer des workflows de calcul, à programmer des outils numériques et des scripts d'analyse de données, et à travailler à l'optimisation des matériaux en fonction de critères physico-chimiques (propriétés électroniques, catalytiques, etc.).",IT en contrat CDD,2875,Doctorat,Indifférent,Expert-e en calcul scientifique,"Compétences en programmation scientifique : Expérience dans le développement de workflows de criblage et de scripts d'analyse, en utilisant des langages tels que Python, Fortran ou équivalents.Expertise en calculs ab initio (DFT) : Solide maîtrise des méthodes de la théorie de la fonctionnelle de la densité (DFT) pour le calcul et la prédiction des propriétés des matériaux à haute entropie.Connaissances en criblage à haut débit : Expérience avérée dans les techniques de criblage à haut débit appliquées aux matériaux, avec une maîtrise d'outils tels qu'AiiDA, Aflow, ou équivalents.Compétences en simulation ab initio et calcul haute performance : Expertise dans l'utilisation de logiciels de simulation ab initio tels que VASP, Quantum ESPRESSO, CP2K ou similaires, sur des infrastructures de calcul haute performance.Maîtrise des outils d'analyse et d'automatisation : Expérience avec des bibliothèques comme Pymatgen, ASE ou outils similaires pour l'analyse de données, l'extraction de propriétés et l'automatisation des simulations.",mercredi 5 février 2025,17-03-2025,26-02-2025,18 mois,https://emploi.cnrs.fr/Offres/CDD/UMR7563-SEBLEB-001/Default.aspx
MOY1000-LEOGAU-004,Assistant-e en gestion financière et comptable_pôle dépense H/F,STRASBOURG,"Au sein du Service Achats, Finance et Comptabilité (SFAC) de la Délégation Alsace du CNRS, l’assistant-e en gestion financière et comptable aura pour missions de réaliser les actes de gestion administrative de la dépense dans le respect des techniques, des règles et des procédures applicables au domaine de la gestion financière et comptable.",IT en contrat CDD,4543,BAC + 2,Indifférent,Assistant-e en gestion financière et comptable,"•	Avoir une connaissance générale des règles et des techniques de la comptabilité privée (PCG) ou publique (GBCP), des règles et procédures des marchés publics•	Connaître les circuits de décision en matière financière et comptable,•	Maîtriser les outils informatiques (traitement de texte, tableur), et idéalement, les applications financières et comptables,•	Respecter et faire respecter la confidentialité des sujets financiers et comptables •	Savoir hiérarchiser les activités et répondre de manière rapide et précises aux sollicitations •	Rendre compte •	Polyvalence, rigueur, organisation et méthode•	Force de proposition",mercredi 5 février 2025,01-04-2025,26-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/MOY1000-LEOGAU-004/Default.aspx
UMR7264-ISATHE0-004,H/F Ingénieure/Ingénieur d'étude en caractérisation chimique du charbon,NICE,L'ingénieur sera en charge de contribuer aux développements applicatifs ainsi qu'au développement et à l'implémentation de méthodes chimiques appliquées à l'étude des charbons de bois archéologiques. Ce travail s'effectuera au sein de l'équipe Foret,IT en contrat CDD,2491,BAC+3/4,Indifférent,Ingénieur-e d’études en archéologie,ChimieAnthracologieAnglais,mercredi 5 février 2025,03-03-2025,26-02-2025,3 mois,https://emploi.cnrs.fr/Offres/CDD/UMR7264-ISATHE0-004/Default.aspx
UAR2029-SEVBON-050,Ingénieur(e) d'Etude biologie moléculaire (H/F),MOULIS,Prendre en charge les différents travaux de biologie moléculaire relatifs à unprojet visant à caractériser la diversité moléculaire de différents groupes taxonomiques.,IT en contrat CDD,2549,BAC+5,Indifférent,Ingénieur-e biologiste en analyse de données,- Biologie moléculaire- Biologie et écologie générale- Savoir suivre un protocole- Savoir adapter un protocole de biologie moléculaire-Savoir adapter un protocole de biologie moléculaire,mercredi 5 février 2025,18-02-2025,26-02-2025,2 mois,https://emploi.cnrs.fr/Offres/CDD/UAR2029-SEVBON-050/Default.aspx
MOY1000-VIRVAL-064,Administrateur campus CNRS 2.0 H/F,STRASBOURG,"Rattaché.e au délégué régional, l’administrateur campus 2.0 (H/F) pilote et assure la mise en œuvre de nouveaux services visant à redynamiser le campus du CNRS de Strasbourg / Cronenbourg.",IT en contrat CDD,2877,BAC+3/4,5 à 10 années,Chargé-e de gestion administrative et d'aide au pilotage opérationnel,"Compétences :•	Gestion de projet•	Développement territorial / Business developpment •	Droit public économique / contrats publics•	Domanialité / finances publiques•	Capacité de négociation •	UX / design thinkingSpecial skills :•	Médiation culturelle / scientifique•	Communication / Relation publiqueIdéalement de formation Sc.Po ou Ecole de commerce ou ingénieur.e, vous justifiez d'une expérience dans le domaine de la gestion de projet au service d'une collectivité publique. Une bonne connaissance du monde de l'entreprise -voire une expérience dans l'entreprenariat ou dans le secteur privé- serait un atout majeur, pour faciliter les discussions avec les nombreux partenaires privés du projet campus 2.0 (entreprises, fondations, associations…) comme pour phaser le passage à l'échelle de ce projet public innovant, qui nécessitera de nouvelles façons de penser, des collaborations originales, des prises de risque, des capacités de travail en autonomie. Enfin, une connaissance de l'environnement socio-économique régional serait un plus.",mercredi 5 février 2025,01-04-2025,26-02-2025,36 mois,https://emploi.cnrs.fr/Offres/CDD/MOY1000-VIRVAL-064/Default.aspx
UMR7592-BENPAL-011,"Contrat Ingénieur(e) d'Etudes (H/F), Biogenèse des ARNm et homéostasie du génome, Institut Jacques Monod, Paris, France",PARIS 13,"La personne recrutée sera intégrée à l'équipe « Biogenèse des ARN et homéostasie du génome » à l'Institut Jacques Monod. Elle devra mettre en œuvre différentes techniques de biologie pour contribuer à l'avancée des thématiques scientifiques développées au laboratoire, sous la supervision du chef d'équipe.",IT en contrat CDD,2910,BAC+5,1 à 4 années,Ingénieur-e en techniques biologiques,"- titulaire d’un Master en Biologie Moléculaire, Génétique ou Biologie Cellulaire (ou équivalent) ;- maîtrise des techniques classiques de biologie moléculaire (clonage, extraction d'ADN et d'ARN, PCR), de biochimie (préparation d'extraits cellulaires, immunoprécipitation, western-blot) et de microbiologie (suivi et manipulation de cultures de bactéries ou de levure) ;- maîtrise des outils informatiques de recueil et de traitement de données ;- maîtrise de l'Anglais (B1) ;- rigueur, autonomie, dynamisme, bonne capacité à travailler en équipe.",mercredi 5 février 2025,01-04-2025,26-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UMR7592-BENPAL-011/Default.aspx
UMR7315-FABROS-013,Gestionnaire administrative et de formation continue (H/F),LIMOGES,"Le la technicien-ne coordonnera et réalisera de manière polyvalente et autonome, des activités de gestion administrative au sein du laboratoire IRCER (UMR CNRS 7315 - Université de Limoges) et dans le cadre de la formation continue du PEPR (Programme et Equipements Prioritaires de Recherche) DIADEM (Dispositifs Intégrés pour l'Accélération du Déploiement de Matériaux Emergents). Il/elle prendra en charge l'ensemble des activités relatives à la gestion de plusieurs diplômes (formation continue), animera les relations avec les étudiants/professionnels formés et les enseignants des diplômes dont il/elle assurera le suivi.",IT en contrat CDD,3195,BAC,1 à 4 années,Technicien-ne en gestion administrative,"Savoirs / connaissances - Dispositifs et procédures propres à la scolarité,- Organisation et fonctionnement de l'enseignement supérieur et de la recherche,- Connaissance d’APOGEE (souhaitée)Savoir-faire - Rédiger des documents- Transmettre des informations- Structurer son travail- Savoir gérer son activité dans un calendrier et un cadre de gestion complexe- Savoir planifier son activité et respecter les délais- Utiliser les bases de données et les logiciels de bureautique (pack Office)- Utiliser les techniques de gestion administrative et de secrétariat (application)- Mettre en œuvre des procédures et des règlesSavoirs-être - Capacité d’adaptation- Rigueur / Fiabilité- Réactivité- Sens de l’organisation : respect des délais, gestion des priorités- Aptitude à travailler en équipe- Autonomie, polyvalence, initiative, disponibilité et rigueur- Savoir rendre compte- Sens relationnel : travail au contact du public, aptitudes à informer…- Sens de l’accueil et de l’écoute- Règles de confidentialité à respecter",mercredi 5 février 2025,01-05-2025,26-02-2025,30 mois,https://emploi.cnrs.fr/Offres/CDD/UMR7315-FABROS-013/Default.aspx
UMR8212-MAUGRE-018,Gestionnaire H/F Ressources Humaines,ST AUBIN,"Au sein du groupe administratif du LSCE, le gestionnaire des ressources humaines réalisera les procédures internes et les actes administratifs, dans le respect des techniques, des règles et des procédures applicables au domaine des ressources humaines des différentes tutelles du LSCE.",IT en contrat CDD,4332,BAC + 2,1 à 4 années,Gestionnaire des ressources humaines,"Savoirso Organisation de l'enseignement supérieur et de la rechercheo Droit privé du travail, notions de droit public du travailo Connaissances générales des ressources humainesSavoir-faireo Communication écrite et oraleo Rédaction de documentso Gestion des prioritéso Gestion des situations sensiblesSavoir-êtreo Autonomie et organisationo Sens du relationnelo Sens du travail en équipeo Discrétion, confidentialitéo Rigueur et fiabilité",jeudi 6 février 2025,01-04-2025,27-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UMR8212-MAUGRE-018/Default.aspx
UMR8077-EMMFRA-015,Ingénieur de recherche (IR) responsable des ressources et de l'ingénierie documentaire (H/F),AUBERVILLIERS,"Le RRID (Responsable des ressources et de l'ingénierie documentaire) sera responsable : (1) de l’élaboration des modèles de données XML utilisés (stockés sous forme de fichiers ODD), de l’élaboration de solutions pour l’organisation et la préservation de ces données et de la documentation de ces pratiques dans le plan de gestion des données (DMP) du projet ; (2) du développement et de la maintenance de la base de données en ligne du projet.",IT en contrat CDD,4856,BAC+5,Indifférent,Responsable des ressources et de l'ingénierie documentaire,"Le RRID devra- être parfaitement à l’aise avec l’utilisation des outils standard sur la ligne de commande Unix / Linux pour le contrôle de versions distribuées (git), la transformation XML (saxon) et d’autres domaines pertinents.- avoir une excellente maîtrise générale du TEI, d’EpiDoc et de l’XML (y compris de XPath, XQuery, XSLT, ODD, Xproc, RelaxNG, Schematron et Schematron Quick Fix), afin de produire des éditions critiques et diplomatiques de textes.- maîtriser le langage de programmation Python ; pouvoir lire et comprendre les langages C et Java, afin d’être en mesure de développer des extensions logicielles.- avoir une très solide expérience d’un système de gestion de bases de données SQL .- connaître les jeux de balises TEI utilisées en lexicographie et, idéalement, avoir participé à des projets linguistiques utilisant la TEI.- avoir de l’expérience avec la conduite de projets à forte dimension informatique ainsi que la capacité à coordonner des projets en méthode Agile.- pouvoir formuler les besoins fonctionnels et leurs spécifications pour l'interface web qui donnera accès aux données de la base de données créée par le projet, et, dans cette optique,- disposer d’une bonne connaissance du web design (HTML 5 ; CSS ; outil de framework, par ex. bootstrap ; Javascript).- disposer d’une connaissance de base en référencement et en utilisation d’un outil d'analyse du trafic. - disposer d’une connaissance de base de github Action et du CI ; des pipelines (par ex. ant ou un autre langage de déploiement) ; de la gestion des pages github (par ex. Jekyll).",mardi 4 février 2025,01-05-2025,25-02-2025,18 mois,https://emploi.cnrs.fr/Offres/CDD/UMR8077-EMMFRA-015/Default.aspx
MOY1649-ANTCEK-002,Analyste financier (H/F),PARIS 16,"Examiner la santé financière, notamment en matière de solvabilité et de rentabilité, des structures dans lesquelles le CNRS détient une participation.",IT en contrat CDD,2917,BAC+5,1 à 4 années,Responsable de la gestion financière et comptable,"- Maîtrise des concepts et des techniques d’analyse financière - Connaissance générale des règles de la comptabilité et de la gestion financière publique- Connaissance de l’anglais : savoir lire des documents techniques et pouvoir échanger par écrit sur leur contenu (niveau B2 minimum)- Maîtrise de la suite Office et de Excel en particulier- Capacité à collecter, traiter et restituer des données de manière claire et synthétique- Autonomie, réactivité, sens de l’organisation- Capacité à travailler en équipe, à relayer l’information et à rendre compte- Curiosité intellectuelle, appétence pour l’innovation et les problématique scientifiques",jeudi 6 février 2025,01-03-2025,27-02-2025,24 mois,https://emploi.cnrs.fr/Offres/CDD/MOY1649-ANTCEK-002/Default.aspx
MOY1100-ALLMAR-026,Gestionnaire financier assistance aux unités de recherche (H/F),GRENOBLE,"Le·la gestionnaire financier·ière a pour missions, d’une part, d’apporter une assistance de proximité aux Unités qui rencontrent des difficultés temporaires en matière de gestion financière, et, d’autre part, d’assurer le suivi des missions des agents des convoqués par l’administration centrale ou par la formation permanente.",IT en contrat CDD,2353,BAC + 2,Indifférent,Assistant-e en gestion financière et comptable,"Savoirs / connaissances / Savoir-faireConnaître les règles fondamentales du code des marchés publicsSavoir mettre en œuvre les règles financières et comptables édictées par le CNRSSavoir gérer son activité dans le respect d’un calendrier et d’un cadre de gestion complexeMaîtriser les outils bureautiques et les techniques de communicationSavoir rédiger des notes et des procéduresMaîtriser les techniques de contrôle interneLe petit plus : Comprendre les textes réglementaires en vue de leur juste applicationSavoirs-êtreAvoir le sens de l’organisation ; savoir prioriser les actions ; savoir rendre compte auprès de la hiérarchieDisposer de qualités relationnelles et pédagogiquesFaire preuve de rigueur, d’autonomie et de capacité d’adaptation Avoir le sens du travail en équipeSavoir respecter la confidentialité des informations",mardi 4 février 2025,01-04-2025,25-02-2025,18 mois,https://emploi.cnrs.fr/Offres/CDD/MOY1100-ALLMAR-026/Default.aspx
UMR6024-MARDEM-004,Ingénieur/e d'étude - numérique pour l'éducation et la formation H/F,CLERMONT FERRAND,"Contribuer à l'analyse statistique d'un gros volume de données psychosociales issue du projet ""ProFAN"" financé ces dernières années par le PIA3 et, sur cette base, au développement et au suivi technique et scientifique d'un dispositif de formation continue à grande échelle (territoire national) ciblant les enseignants et cadres de l'enseignement secondaire professionnel (projet ProFAN-Transfert).",IT en contrat CDD,4245,BAC+3/4,Indifférent,"Ingénieur-e d’études en production, traitement, analyse de données et enquêtes","- Bonne connaissance du terrain scolaire et de la formation continue des enseignants et cadres de l'éducation nationale- Maîtrise des systèmes de gestion de base de données complexes et de leur exploitation- Excellente maîtrise de logiciels d'analyse de données multivariées (SPSS, etc) et des techniques d'analyse inférentielle impliquant une structure emboîtée des données (""nested structure"")- Maîtrise de la rédaction d'articles pour des revues scientifiques à comité de lecture et de rapports scientifiques en direction du terrain scolaire- Savoir travailler en équipe, savoir communiquer sur les projets, objectifs et résultats scientifiques dans le domaine de la psychologie scientifique",lundi 3 février 2025,10-03-2025,24-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UMR6024-MARDEM-004/Default.aspx
UMR8182-CHRLEN-008,Ingénieur d'Etudes en Synthèse Organique-Glycochimie (H/F),ORSAY,La mission consistera à réaliser des synthèses multi-étapes de composés à base de sucres.,IT en contrat CDD,2540,BAC+5,1 à 4 années,Ingénieur-e en synthèse chimique,-Diplôme requis : Bac + 5 ans - Expérience en synthèse organique - Capacité à travailler en équipe - Capacité organisationnelle - Maîtrise de l'anglais écrit,lundi 3 février 2025,05-05-2025,24-02-2025,18 mois,https://emploi.cnrs.fr/Offres/CDD/UMR8182-CHRLEN-008/Default.aspx
UMR5554-PIEGAG-002,Assistant ingénieur (H/F) en biologie moléculaire,MONTPELLIER,"La personne recrutée aura pour mission de produire des banques génomiques pour décrire la diversité génétique de populations de poissons marins. Cette mission s’effectuera dans le cadre du projet ANR DemoMar, qui vise à inférer la démographie récente d'espèces marines exploitées à partir de l'analyse des co-ascendances génomiques partagées entre individus d'une même espèce. La personne recrutée sera formée et accompagnée par du personnel permanent pour la mise en œuvre des techniques moléculaires qui seront utilisées dans le projet, notamment l'extraction d'ADN de haut poids moléculaire et la construction de librairies d'haplotagging. Elle travaillera en coordination avec les différents collaborateurs du projet impliqués dans la collecte des échantillons, le travail de biologie moléculaire et le séquençage sur les plateformes associées.",IT en contrat CDD,2928,BAC + 2,1 à 4 années,Assistant-e ingénieur-e en expérimentation et instrumentation biologiques,"Savoirs et connaissances :- Connaissance des techniques de biologie moléculaire pour l'analyse de la biodiversité intraspécifique.- Connaissance des règles d'hygiène et sécurité en vigueur dans un laboratoire de biologie moléculaire.Savoir-faire :- Extraction d'ADN- Construction de banques génomiques.- Rédaction d'un cahier de laboratoire. - Utilisation des appareils de mesure de l'ADN.Savoir-être :- Capacité à communiquer aisément à l'oral, à expliquer ses choix, à exposer l'avancée de ses travaux lors de réunions.- Attrait pour l'innovation et le développement technologique- Capacité à travailler en équipe",lundi 3 février 2025,01-04-2025,24-02-2025,12 mois,https://emploi.cnrs.fr/Offres/CDD/UMR5554-PIEGAG-002/Default.aspx
UMR5031-CORAME0-039,Ingénieur d'études : Préparation et caractérisation des membranes H/F,PESSAC,"Participer au développement d'un dispositif permettant la caractérisation des propriétés des membranes produites à partir des matériaux bidimensionnels (graphène et dichalcogénures de métaux de transitions) empilés dans des nanolaminats. Dans ce contexte, votre fonction sera de participer à la conception, fabrication, validation et la mise en œuvre des techniques pour l’étude des propriétés électrocinétiques des matériaux de départ (nanofeuillets fonctionnalisés ou chargés) et de membranes, potentiellement destinées à la purification de l’eau et au dessalement.",IT en contrat CDD,2562,BAC+3/4,Indifférent,Ingénieur-e en science des matériaux / caractérisation,Connaissances générales :- Goût pour l'ingénierie et la mise en œuvre technique- Sciences des matériaux- Techniques de présentation écrite et oraleCompétences comportementales :- Travail en équipe- Sens de l'organisation et rigueur scientifique- Aisance en anglais écrit et oral- Sens critique,mercredi 5 février 2025,01-03-2025,26-02-2025,4 mois,https://emploi.cnrs.fr/Offres/CDD/UMR5031-CORAME0-039/Default.aspx
